data_set_name,algorithm_name,fold_name,model_file,algorithm_config_index,algorithm_configuration,fold,train_users,test_users,users_to_predict,prediction_time
MovieLens-100K,NNCF,2,./data_sets/MovieLens-100K/checkpoint_NNCF/config_0/fold_2/NNCF-Apr-25-2025_21-18-42.pth,0,"{'ui_embedding_size': 64, 'neigh_embedding_size': 64, 'learning_rate': 0.01}",2,711,711,711,16.766124725341797
MovieLens-100K,NNCF,3,./data_sets/MovieLens-100K/checkpoint_NNCF/config_0/fold_3/NNCF-Apr-25-2025_21-25-33.pth,0,"{'ui_embedding_size': 64, 'neigh_embedding_size': 64, 'learning_rate': 0.01}",3,711,711,711,16.39053463935852
MovieLens-100K,NNCF,4,./data_sets/MovieLens-100K/checkpoint_NNCF/config_0/fold_4/NNCF-Apr-25-2025_21-33-49.pth,0,"{'ui_embedding_size': 64, 'neigh_embedding_size': 64, 'learning_rate': 0.01}",4,711,711,711,16.71994137763977
MovieLens-100K,Pop,0,./data_sets/MovieLens-100K/checkpoint_Pop/config_0/fold_0/Pop-Apr-25-2025_16-02-31.pth,0,{'epochs': 1},0,711,711,711,0.3675992488861084
MovieLens-100K,Pop,1,./data_sets/MovieLens-100K/checkpoint_Pop/config_0/fold_1/Pop-Apr-25-2025_16-02-43.pth,0,{'epochs': 1},1,711,711,711,0.32143735885620117
MovieLens-100K,Pop,2,./data_sets/MovieLens-100K/checkpoint_Pop/config_0/fold_2/Pop-Apr-25-2025_16-02-52.pth,0,{'epochs': 1},2,711,711,711,0.31423425674438477
MovieLens-100K,Pop,3,./data_sets/MovieLens-100K/checkpoint_Pop/config_0/fold_3/Pop-Apr-25-2025_16-03-26.pth,0,{'epochs': 1},3,711,711,711,0.32319068908691406
MovieLens-100K,Pop,4,./data_sets/MovieLens-100K/checkpoint_Pop/config_0/fold_4/Pop-Apr-25-2025_16-03-34.pth,0,{'epochs': 1},4,711,711,711,0.3245229721069336
MovieLens-100K,Random,0,./data_sets/MovieLens-100K/checkpoint_Random/config_0/fold_0/Random-Apr-25-2025_21-43-08.pth,0,{'epochs': 1},0,711,711,711,0.40013813972473145
MovieLens-100K,Random,1,./data_sets/MovieLens-100K/checkpoint_Random/config_0/fold_1/Random-Apr-25-2025_21-43-25.pth,0,{'epochs': 1},1,711,711,711,0.33000993728637695
MovieLens-100K,Random,2,./data_sets/MovieLens-100K/checkpoint_Random/config_0/fold_2/Random-Apr-25-2025_21-43-38.pth,0,{'epochs': 1},2,711,711,711,0.3232567310333252
MovieLens-100K,Random,3,./data_sets/MovieLens-100K/checkpoint_Random/config_0/fold_3/Random-Apr-25-2025_21-43-53.pth,0,{'epochs': 1},3,711,711,711,0.32118725776672363
MovieLens-100K,Random,4,./data_sets/MovieLens-100K/checkpoint_Random/config_0/fold_4/Random-Apr-25-2025_21-44-07.pth,0,{'epochs': 1},4,711,711,711,0.36007118225097656
MovieLens-100K,RecVAE,0,./data_sets/MovieLens-100K/checkpoint_RecVAE/config_0/fold_0/RecVAE-Apr-25-2025_16-04-02.pth,0,"{'latent_dimension': 200, 'learning_rate': 0.01}",0,711,711,711,1.5648350715637207
MovieLens-100K,RecVAE,1,./data_sets/MovieLens-100K/checkpoint_RecVAE/config_0/fold_1/RecVAE-Apr-25-2025_16-04-24.pth,0,"{'latent_dimension': 200, 'learning_rate': 0.01}",1,711,711,711,1.5775301456451416
MovieLens-100K,RecVAE,2,./data_sets/MovieLens-100K/checkpoint_RecVAE/config_0/fold_2/RecVAE-Apr-25-2025_16-04-46.pth,0,"{'latent_dimension': 200, 'learning_rate': 0.01}",2,711,711,711,1.6108334064483643
MovieLens-100K,RecVAE,3,./data_sets/MovieLens-100K/checkpoint_RecVAE/config_0/fold_3/RecVAE-Apr-25-2025_16-05-07.pth,0,"{'latent_dimension': 200, 'learning_rate': 0.01}",3,711,711,711,1.6127538681030273
MovieLens-100K,RecVAE,4,./data_sets/MovieLens-100K/checkpoint_RecVAE/config_0/fold_4/RecVAE-Apr-25-2025_16-05-30.pth,0,"{'latent_dimension': 200, 'learning_rate': 0.01}",4,711,711,711,1.8814854621887207
MovieLens-100K,SGL,0,./data_sets/MovieLens-100K/checkpoint_SGL/config_0/fold_0/SGL-Apr-25-2025_16-11-17.pth,0,{'embedding_size': 64},0,711,711,711,0.44785046577453613
MovieLens-100K,SGL,1,./data_sets/MovieLens-100K/checkpoint_SGL/config_0/fold_1/SGL-Apr-25-2025_16-19-58.pth,0,{'embedding_size': 64},1,711,711,711,0.42253589630126953
MovieLens-100K,SGL,2,./data_sets/MovieLens-100K/checkpoint_SGL/config_0/fold_2/SGL-Apr-25-2025_16-38-57.pth,0,{'embedding_size': 64},2,711,711,711,0.4367382526397705
MovieLens-100K,SGL,3,./data_sets/MovieLens-100K/checkpoint_SGL/config_0/fold_3/SGL-Apr-25-2025_16-48-31.pth,0,{'embedding_size': 64},3,711,711,711,0.42901158332824707
MovieLens-100K,SGL,4,./data_sets/MovieLens-100K/checkpoint_SGL/config_0/fold_4/SGL-Apr-25-2025_16-57-49.pth,0,{'embedding_size': 64},4,711,711,711,0.4127037525177002
MovieLens-100K,SimpleX,0,./data_sets/MovieLens-100K/checkpoint_SimpleX/config_0/fold_0/SimpleX-Apr-25-2025_17-07-24.pth,0,{'embedding_size': 64},0,711,711,711,0.7069380283355713
MovieLens-100K,SimpleX,1,./data_sets/MovieLens-100K/checkpoint_SimpleX/config_0/fold_1/SimpleX-Apr-25-2025_17-08-57.pth,0,{'embedding_size': 64},1,711,711,711,0.7002556324005127
MovieLens-100K,SimpleX,2,./data_sets/MovieLens-100K/checkpoint_SimpleX/config_0/fold_2/SimpleX-Apr-25-2025_17-10-16.pth,0,{'embedding_size': 64},2,711,711,711,0.7100062370300293
MovieLens-100K,SimpleX,3,./data_sets/MovieLens-100K/checkpoint_SimpleX/config_0/fold_3/SimpleX-Apr-25-2025_17-11-35.pth,0,{'embedding_size': 64},3,711,711,711,0.6747360229492188
MovieLens-100K,SimpleX,4,./data_sets/MovieLens-100K/checkpoint_SimpleX/config_0/fold_4/SimpleX-Apr-25-2025_17-12-55.pth,0,{'embedding_size': 64},4,711,711,711,0.691849946975708
MovieLens-100K,SpectralCF,0,./data_sets/MovieLens-100K/checkpoint_SpectralCF/config_0/fold_0/SpectralCF-Apr-25-2025_17-14-29.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",0,711,711,711,0.48260045051574707
MovieLens-100K,SpectralCF,1,./data_sets/MovieLens-100K/checkpoint_SpectralCF/config_0/fold_1/SpectralCF-Apr-25-2025_17-18-54.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",1,711,711,711,0.5012950897216797
MovieLens-100K,SpectralCF,2,./data_sets/MovieLens-100K/checkpoint_SpectralCF/config_0/fold_2/SpectralCF-Apr-25-2025_17-23-27.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",2,711,711,711,0.48932600021362305
MovieLens-100K,SpectralCF,3,./data_sets/MovieLens-100K/checkpoint_SpectralCF/config_0/fold_3/SpectralCF-Apr-25-2025_17-28-00.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",3,711,711,711,0.6264526844024658
MovieLens-100K,SpectralCF,4,./data_sets/MovieLens-100K/checkpoint_SpectralCF/config_0/fold_4/SpectralCF-Apr-25-2025_17-33-14.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",4,711,711,711,0.5373847484588623
