data_set_name,algorithm_name,fold_name,model_file,algorithm_config_index,algorithm_configuration,fold,setup_time,training_time
disneylandreviews,PNN,2,./data_sets/disneylandreviews/checkpoint_PNN/config_0/fold_2/PNN-May-18-2025_20-39-24.pth,0,{},2,1.5422379970550537,0.5669822692871094
disneylandreviews,PNN,3,./data_sets/disneylandreviews/checkpoint_PNN/config_0/fold_3/PNN-May-18-2025_20-39-29.pth,0,{},3,1.6052799224853516,0.5273003578186035
disneylandreviews,PNN,4,./data_sets/disneylandreviews/checkpoint_PNN/config_0/fold_4/PNN-May-18-2025_20-39-35.pth,0,{},4,1.5730538368225098,0.5313472747802734
disneylandreviews,WideDeep,0,./data_sets/disneylandreviews/checkpoint_WideDeep/config_0/fold_0/WideDeep-May-18-2025_20-39-41.pth,0,{},0,1.5657095909118652,0.4399538040161133
disneylandreviews,WideDeep,1,./data_sets/disneylandreviews/checkpoint_WideDeep/config_0/fold_1/WideDeep-May-18-2025_20-39-46.pth,0,{},1,1.7492141723632812,0.4471254348754883
disneylandreviews,WideDeep,2,./data_sets/disneylandreviews/checkpoint_WideDeep/config_0/fold_2/WideDeep-May-18-2025_20-39-52.pth,0,{},2,1.5525696277618408,0.4495115280151367
disneylandreviews,WideDeep,3,./data_sets/disneylandreviews/checkpoint_WideDeep/config_0/fold_3/WideDeep-May-18-2025_20-39-57.pth,0,{},3,1.5581848621368408,0.46906113624572754
disneylandreviews,WideDeep,4,./data_sets/disneylandreviews/checkpoint_WideDeep/config_0/fold_4/WideDeep-May-18-2025_20-40-03.pth,0,{},4,1.5505468845367432,0.4700584411621094
disneylandreviews,xDeepFM,0,./data_sets/disneylandreviews/checkpoint_xDeepFM/config_0/fold_0/xDeepFM-May-18-2025_20-40-08.pth,0,{},0,1.6515893936157227,1.0946574211120605
disneylandreviews,xDeepFM,1,./data_sets/disneylandreviews/checkpoint_xDeepFM/config_0/fold_1/xDeepFM-May-18-2025_20-40-15.pth,0,{},1,1.5489230155944824,1.0989315509796143
disneylandreviews,xDeepFM,2,./data_sets/disneylandreviews/checkpoint_xDeepFM/config_0/fold_2/xDeepFM-May-18-2025_20-40-21.pth,0,{},2,1.565873146057129,1.0587506294250488
disneylandreviews,xDeepFM,3,./data_sets/disneylandreviews/checkpoint_xDeepFM/config_0/fold_3/xDeepFM-May-18-2025_20-40-27.pth,0,{},3,1.548219919204712,1.063873291015625
disneylandreviews,xDeepFM,4,./data_sets/disneylandreviews/checkpoint_xDeepFM/config_0/fold_4/xDeepFM-May-18-2025_20-40-33.pth,0,{},4,1.5505948066711426,1.061176061630249
hotelssecond,AFM,0,./data_sets/hotelssecond/checkpoint_AFM/config_0/fold_0/AFM-May-23-2025_16-23-19.pth,0,{},0,1.5989406108856201,1.1491949558258057
hotelssecond,AFM,1,./data_sets/hotelssecond/checkpoint_AFM/config_0/fold_1/AFM-May-23-2025_16-23-25.pth,0,{},1,1.585993766784668,1.205108642578125
hotelssecond,AFM,2,./data_sets/hotelssecond/checkpoint_AFM/config_0/fold_2/AFM-May-23-2025_16-23-31.pth,0,{},2,1.573209524154663,1.1299691200256348
hotelssecond,AFM,3,./data_sets/hotelssecond/checkpoint_AFM/config_0/fold_3/AFM-May-23-2025_16-23-37.pth,0,{},3,1.545422077178955,1.1164870262145996
hotelssecond,AFM,4,./data_sets/hotelssecond/checkpoint_AFM/config_0/fold_4/AFM-May-23-2025_16-23-43.pth,0,{},4,1.5650527477264404,1.138049602508545
hotelssecond,AutoInt,0,./data_sets/hotelssecond/checkpoint_AutoInt/config_0/fold_0/AutoInt-May-23-2025_16-27-27.pth,0,{},0,1.6054046154022217,3.295781373977661
