data_set_name,algorithm_name,fold_name,model_file,algorithm_config_index,algorithm_configuration,fold,evaluation_time,NDCG@1,HR@1,Recall@1,NDCG@3,HR@3,Recall@3,NDCG@5,HR@5,Recall@5,NDCG@10,HR@10,Recall@10,NDCG@20,HR@20,Recall@20
MovieLens-100K,ConvNCF,0,./data_sets/MovieLens-100K/checkpoint_ConvNCF/config_0/fold_0/ConvNCF-Apr-25-2025_17-39-20.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",0,0.8662989139556885,0.25316455696202533,0.25316455696202533,0.25316455696202533,0.22099672784786284,0.47257383966244726,0.2126113455227378,0.20528837302361583,0.5963431786216596,0.193600562587905,0.19072795755959623,0.7609001406469761,0.18553680262541009,0.17349007409482797,0.90014064697609,0.2027571103853584
MovieLens-100K,ConvNCF,1,./data_sets/MovieLens-100K/checkpoint_ConvNCF/config_0/fold_1/ConvNCF-Apr-25-2025_17-53-06.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",1,0.8578226566314697,0.22784810126582278,0.22784810126582278,0.22784810126582278,0.20162050918992327,0.4542897327707454,0.19573370839193607,0.1953689678069018,0.5808720112517581,0.18931082981715977,0.18140369417870525,0.7665260196905767,0.1812280936753509,0.16821624320845951,0.8917018284106891,0.20033374940479387
MovieLens-100K,ConvNCF,2,./data_sets/MovieLens-100K/checkpoint_ConvNCF/config_0/fold_2/ConvNCF-Apr-25-2025_18-04-50.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",2,0.8822524547576904,0.15752461322081576,0.15752461322081576,0.15752461322081576,0.1553009381249998,0.38255977496483823,0.1551804969526485,0.15220227320337848,0.5119549929676512,0.15159399906235432,0.14512822989972174,0.6779184247538678,0.14833456120375935,0.1395529077761486,0.8410689170182841,0.17025420562555968
MovieLens-100K,ConvNCF,3,./data_sets/MovieLens-100K/checkpoint_ConvNCF/config_0/fold_3/ConvNCF-Apr-25-2025_18-18-27.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",3,0.8701775074005127,0.170182841068917,0.170182841068917,0.170182841068917,0.16509926092891022,0.3909985935302391,0.16455696202531608,0.15866745930988238,0.5021097046413502,0.15609470229723463,0.1499607857290371,0.6680731364275668,0.15106657290201567,0.14182930627322363,0.8481012658227848,0.17310230080131855
MovieLens-100K,ConvNCF,4,./data_sets/MovieLens-100K/checkpoint_ConvNCF/config_0/fold_4/ConvNCF-Apr-25-2025_18-30-34.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",4,0.985905647277832,0.18143459915611815,0.18143459915611815,0.18143459915611815,0.17355373466844123,0.40365682137834036,0.1715893108298167,0.17101735919638691,0.5428973277074542,0.16877637130801773,0.16160683469910195,0.7130801687763713,0.16204150202040496,0.15276257115944575,0.8720112517580872,0.18305599705254877
MovieLens-100K,DGCF,0,./data_sets/MovieLens-100K/checkpoint_DGCF/config_0/fold_0/DGCF-Apr-25-2025_13-49-50.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",0,0.9332475662231445,0.3459915611814346,0.3459915611814346,0.3459915611814346,0.3183023926071646,0.6230661040787623,0.31082981715893193,0.3022367013226169,0.7623066104078763,0.291045475855602,0.27445131845281595,0.8762306610407876,0.2704635768981759,0.24342673005637394,0.960618846694796,0.29395314189569044
MovieLens-100K,DGCF,1,./data_sets/MovieLens-100K/checkpoint_DGCF/config_0/fold_1/DGCF-Apr-25-2025_14-13-03.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",1,0.8403270244598389,0.34458509142053445,0.34458509142053445,0.34458509142053445,0.3141224348878045,0.6315049226441631,0.3070792311298647,0.2987594371722565,0.7440225035161744,0.2881153305203937,0.2710086774201436,0.8762306610407876,0.2658802714709886,0.24226441956351474,0.9578059071729957,0.2910754464063699
MovieLens-100K,DGCF,2,./data_sets/MovieLens-100K/checkpoint_DGCF/config_0/fold_2/DGCF-Apr-25-2025_14-28-58.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",2,0.8482537269592285,0.3656821378340366,0.3656821378340366,0.3656821378340366,0.3294990439568953,0.6371308016877637,0.31833098921706576,0.3127522978964874,0.7665260196905767,0.2997655883731831,0.27919539926154247,0.890295358649789,0.27397751880874244,0.2463026344557306,0.9423347398030942,0.2940056643390045
MovieLens-100K,DGCF,3,./data_sets/MovieLens-100K/checkpoint_DGCF/config_0/fold_3/DGCF-Apr-25-2025_14-40-08.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",3,0.9069955348968506,0.3080168776371308,0.3080168776371308,0.3080168776371308,0.30412748152322294,0.6315049226441631,0.3028598218471643,0.29570734735413534,0.7834036568213784,0.291889357712142,0.2724075979694158,0.8959212376933896,0.2735310204719486,0.24303450081627556,0.9732770745428974,0.2984701741078211
MovieLens-100K,DGCF,4,./data_sets/MovieLens-100K/checkpoint_DGCF/config_0/fold_4/DGCF-Apr-25-2025_14-51-02.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",4,0.8976039886474609,0.33052039381153303,0.33052039381153303,0.33052039381153303,0.3093607267015106,0.6258790436005626,0.30426629160806407,0.30365386784900206,0.7412095639943741,0.2989920300046879,0.2718119891926954,0.8790436005625879,0.2694913267698076,0.24271584933778043,0.9535864978902954,0.2947043857149541
MovieLens-100K,DiffRec,0,./data_sets/MovieLens-100K/checkpoint_DiffRec/config_0/fold_0/DiffRec-Apr-25-2025_18-43-13.pth,0,"{'steps': 5, 'learning_rate': 0.01}",0,0.8550195693969727,0.46554149085794655,0.46554149085794655,0.46554149085794655,0.4329728866633914,0.7524613220815752,0.4238162212845759,0.4056381526145698,0.8312236286919831,0.38830285982184665,0.3656610769487426,0.9409282700421941,0.3569017480409886,0.3118604873735559,0.9746835443037974,0.3571585018458673
MovieLens-100K,DiffRec,1,./data_sets/MovieLens-100K/checkpoint_DiffRec/config_0/fold_1/DiffRec-Apr-25-2025_18-44-04.pth,0,"{'steps': 5, 'learning_rate': 0.01}",1,0.8906729221343994,0.4936708860759494,0.4936708860759494,0.4936708860759494,0.4422996724753091,0.7580872011251758,0.42780121894045947,0.41502508642341973,0.8410689170182841,0.39556962025316433,0.3664557101297988,0.9338959212376934,0.35395262652646603,0.31498571677122167,0.9746835443037974,0.364824709561225
MovieLens-100K,DiffRec,2,./data_sets/MovieLens-100K/checkpoint_DiffRec/config_0/fold_2/DiffRec-Apr-25-2025_18-44-50.pth,0,"{'steps': 5, 'learning_rate': 0.01}",2,0.9335403442382812,0.45288326300984527,0.45288326300984527,0.45288326300984527,0.41820871115346514,0.7229254571026723,0.40693858415377426,0.39217513958357825,0.8284106891701828,0.37531645569620187,0.3514668016946224,0.9310829817158931,0.34438472529189834,0.3031725097102405,0.9760900140646976,0.35597825874471556
MovieLens-100K,DiffRec,3,./data_sets/MovieLens-100K/checkpoint_DiffRec/config_0/fold_3/DiffRec-Apr-25-2025_18-45-15.pth,0,"{'steps': 5, 'learning_rate': 0.01}",3,0.8374085426330566,0.4669479606188467,0.4669479606188467,0.4669479606188467,0.43366422334923693,0.7637130801687764,0.42334739803094207,0.40629782452526325,0.8607594936708861,0.3888185654008429,0.3651751056965312,0.9367088607594937,0.3558541513182861,0.30999552393667607,0.9789029535864979,0.36380968961634175
MovieLens-100K,DiffRec,4,./data_sets/MovieLens-100K/checkpoint_DiffRec/config_0/fold_4/DiffRec-Apr-25-2025_18-45-38.pth,0,"{'steps': 5, 'learning_rate': 0.01}",4,0.9877779483795166,0.47538677918424754,0.47538677918424754,0.47538677918424754,0.44439747892205395,0.7623066104078763,0.43553680262540995,0.41976556413075966,0.8466947960618847,0.40407876230661005,0.37011254171095403,0.9184247538677919,0.35650269015247926,0.31515966079510094,0.9634317862165963,0.35825954348736555
MovieLens-100K,DMF,0,./data_sets/MovieLens-100K/checkpoint_DMF/config_0/fold_0/DMF-Apr-25-2025_13-39-41.pth,0,"{'user_embedding_size': 64, 'item_embedding_size': 64, 'learning_rate': 0.01}",0,0.8808643817901611,0.02250351617440225,0.02250351617440225,0.02250351617440225,0.02286483969145502,0.06610407876230662,0.022034692920768883,0.03821091083480693,0.2011251758087201,0.04411626816690098,0.047585106818035475,0.4050632911392405,0.056934119170406285,0.051731285003163936,0.6090014064697609,0.06903974118167927
MovieLens-100K,DMF,1,./data_sets/MovieLens-100K/checkpoint_DMF/config_0/fold_1/DMF-Apr-25-2025_13-40-56.pth,0,"{'user_embedding_size': 64, 'item_embedding_size': 64, 'learning_rate': 0.01}",1,0.8575606346130371,0.3558368495077356,0.3558368495077356,0.3558368495077356,0.3083944835843433,0.5780590717299579,0.29653070792311353,0.2865938152767497,0.6821378340365682,0.27076887013595835,0.2664806293520378,0.8002812939521801,0.25658975732815387,0.22451548167659727,0.870604781997187,0.2372514168614156
MovieLens-100K,DMF,2,./data_sets/MovieLens-100K/checkpoint_DMF/config_0/fold_2/DMF-Apr-25-2025_13-42-33.pth,0,"{'user_embedding_size': 64, 'item_embedding_size': 64, 'learning_rate': 0.01}",2,0.860072135925293,0.3656821378340366,0.3656821378340366,0.3656821378340366,0.35366828114938986,0.6258790436005626,0.35021097046413563,0.33816230816541865,0.7369901547116737,0.32979371776840094,0.29953796196564275,0.8452883263009845,0.28894191056638296,0.26344828856120783,0.939521800281294,0.2983747658649032
MovieLens-100K,DMF,3,./data_sets/MovieLens-100K/checkpoint_DMF/config_0/fold_3/DMF-Apr-25-2025_13-43-43.pth,0,"{'user_embedding_size': 64, 'item_embedding_size': 64, 'learning_rate': 0.01}",3,0.8724954128265381,0.3628691983122363,0.3628691983122363,0.3628691983122363,0.32751896494414123,0.5710267229254571,0.3164556962025323,0.2972366650994074,0.6779184247538678,0.27775433661509547,0.25610972391606984,0.7819971870604782,0.23485254392427338,0.22655222285627355,0.9015471167369902,0.24375318271381047
MovieLens-100K,DMF,4,./data_sets/MovieLens-100K/checkpoint_DMF/config_0/fold_4/DMF-Apr-25-2025_13-48-26.pth,0,"{'user_embedding_size': 64, 'item_embedding_size': 64, 'learning_rate': 0.01}",4,0.9533016681671143,0.4120956399437412,0.4120956399437412,0.4120956399437412,0.3802578239983712,0.6469760900140648,0.3717768401312707,0.3587337433840845,0.7538677918424754,0.3439521800281287,0.3237952227041713,0.8677918424753868,0.31140021878418495,0.2778165584901964,0.9423347398030942,0.30598086352779336
MovieLens-100K,EASE,0,./data_sets/MovieLens-100K/checkpoint_EASE/config_0/fold_0/EASE-Apr-25-2025_18-47-26.pth,0,"{'epochs': 1, 'reg_weight': 250}",0,0.8549306392669678,0.549929676511955,0.549929676511955,0.549929676511955,0.5034848640539905,0.7946554149085795,0.4889826535396153,0.4737580067718401,0.8720112517580872,0.4526019690576645,0.4237705897533718,0.9549929676511955,0.41057866184448455,0.35899599803615523,0.9789029535864979,0.4049186048317351
MovieLens-100K,EASE,1,./data_sets/MovieLens-100K/checkpoint_EASE/config_0/fold_1/EASE-Apr-25-2025_18-47-51.pth,0,"{'epochs': 1, 'reg_weight': 250}",1,0.8563506603240967,0.5682137834036568,0.5682137834036568,0.5682137834036568,0.5070836985624466,0.7960618846694796,0.48921706516643193,0.47545359826101563,0.8734177215189873,0.45138302859821794,0.41819305179182054,0.9465541490857946,0.4000653003817562,0.35781330276360374,0.9831223628691983,0.4060313348944461
MovieLens-100K,EASE,2,./data_sets/MovieLens-100K/checkpoint_EASE/config_0/fold_2/EASE-Apr-25-2025_18-48-05.pth,0,"{'epochs': 1, 'reg_weight': 250}",2,0.8631923198699951,0.5724331926863573,0.5724331926863573,0.5724331926863573,0.5151455384366637,0.8045007032348804,0.49976558837318286,0.4872342782440666,0.8860759493670886,0.4674167838724794,0.43234812729370475,0.9578059071729957,0.4203006050052464,0.36474136873531515,0.9817158931082982,0.41387255054695765
MovieLens-100K,EASE,3,./data_sets/MovieLens-100K/checkpoint_EASE/config_0/fold_3/EASE-Apr-25-2025_18-48-20.pth,0,"{'epochs': 1, 'reg_weight': 250}",3,0.8273711204528809,0.5485232067510548,0.5485232067510548,0.5485232067510548,0.5007270312696602,0.8059071729957806,0.48663853727144873,0.46642338909165665,0.8832630098452883,0.44397562119081063,0.41656007694464114,0.9423347398030942,0.4031120934074524,0.3558583018910291,0.9831223628691983,0.41102237125835855
MovieLens-100K,EASE,4,./data_sets/MovieLens-100K/checkpoint_EASE/config_0/fold_4/EASE-Apr-25-2025_18-48-37.pth,0,"{'epochs': 1, 'reg_weight': 250}",4,1.0209851264953613,0.5428973277074542,0.5428973277074542,0.5428973277074542,0.4992654547712903,0.790436005625879,0.48570089076418227,0.472616601531586,0.8621659634317862,0.4546882325363336,0.4199467376788848,0.9353023909985936,0.40734545576317727,0.3574511815138938,0.9732770745428974,0.40453257132986997
MovieLens-100K,ENMF,0,./data_sets/MovieLens-100K/checkpoint_ENMF/config_0/fold_0/ENMF-Apr-25-2025_15-08-03.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",0,0.838688850402832,0.4078762306610408,0.4078762306610408,0.4078762306610408,0.3732016788046607,0.6469760900140648,0.3621659634317863,0.3555594517507197,0.7538677918424754,0.3423581809657756,0.31210605684240705,0.8607594936708861,0.2974225883508583,0.2686262454434555,0.9367088607594937,0.2947296760457271
MovieLens-100K,ENMF,1,./data_sets/MovieLens-100K/checkpoint_ENMF/config_0/fold_1/ENMF-Apr-25-2025_15-08-14.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",1,0.8325862884521484,0.4289732770745429,0.4289732770745429,0.4289732770745429,0.3865042778162164,0.6624472573839663,0.3731833098921711,0.35162893306935483,0.7538677918424754,0.3286685419596804,0.31160549661516246,0.8748241912798875,0.29309322885272215,0.26774963734868745,0.9493670886075949,0.2967169174449293
MovieLens-100K,ENMF,2,./data_sets/MovieLens-100K/checkpoint_ENMF/config_0/fold_2/ENMF-Apr-25-2025_15-08-24.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",2,0.8827314376831055,0.42756680731364277,0.42756680731364277,0.42756680731364277,0.3844459229328115,0.659634317862166,0.3731833098921712,0.36506494327547606,0.7890295358649789,0.3507032348804495,0.32125463920894737,0.8818565400843882,0.30772609559529335,0.27486171911502044,0.9409282700421941,0.30272700819133946
MovieLens-100K,ENMF,3,./data_sets/MovieLens-100K/checkpoint_ENMF/config_0/fold_3/ENMF-Apr-25-2025_15-08-35.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",3,0.8530921936035156,0.4472573839662447,0.4472573839662447,0.4472573839662447,0.41846796241065726,0.7088607594936709,0.40881387716830775,0.38899544362429433,0.8227848101265823,0.3707923112986398,0.33786251821454566,0.9170182841068917,0.32038543968923694,0.2864272706526102,0.9479606188466948,0.31819894281864125
MovieLens-100K,ENMF,4,./data_sets/MovieLens-100K/checkpoint_ENMF/config_0/fold_4/ENMF-Apr-25-2025_15-08-46.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",4,0.9086272716522217,0.4191279887482419,0.4191279887482419,0.4191279887482419,0.36815755022799396,0.6469760900140648,0.3539615564932022,0.34688964520842663,0.7609001406469761,0.3287623066104077,0.3111223477451266,0.8621659634317862,0.29778983323287095,0.271853872013554,0.9409282700421941,0.30126473659053266
MovieLens-100K,FISM,0,./data_sets/MovieLens-100K/checkpoint_FISM/config_0/fold_0/FISM-Apr-25-2025_18-49-39.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01, 'split_to': 5}",0,0.8519570827484131,0.2587904360056259,0.2587904360056259,0.2587904360056259,0.2678967948676618,0.5710267229254571,0.26840131270511053,0.252443505214238,0.6947960618846695,0.24664791373652115,0.23417460742332719,0.8157524613220816,0.23290246243832713,0.20872135865221686,0.8959212376933896,0.2363992419995935
MovieLens-100K,FISM,1,./data_sets/MovieLens-100K/checkpoint_FISM/config_0/fold_1/FISM-Apr-25-2025_18-57-25.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01, 'split_to': 5}",1,0.8639383316040039,0.29254571026722925,0.29254571026722925,0.29254571026722925,0.26293156941767537,0.549929676511955,0.2557430848570094,0.26289416572109653,0.6933895921237694,0.2589779653070789,0.24368250917400344,0.819971870604782,0.24040196012769832,0.21214246425075145,0.90014064697609,0.2379065714743892
MovieLens-100K,FISM,2,./data_sets/MovieLens-100K/checkpoint_FISM/config_0/fold_2/FISM-Apr-25-2025_19-02-17.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01, 'split_to': 5}",2,0.8521273136138916,0.2559774964838256,0.2559774964838256,0.2559774964838256,0.25485407436932717,0.5274261603375527,0.25597749648382606,0.25161757647726357,0.6905766526019691,0.25178152836380685,0.23859904276208035,0.829817158931083,0.24386790346705925,0.20948363253449934,0.909985935302391,0.2399102884655004
MovieLens-100K,FISM,3,./data_sets/MovieLens-100K/checkpoint_FISM/config_0/fold_3/FISM-Apr-25-2025_19-05-04.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01, 'split_to': 5}",3,0.841254472732544,0.25738396624472576,0.25738396624472576,0.25738396624472576,0.24265172833908916,0.5232067510548524,0.24050632911392428,0.2492018750407351,0.7060478199718706,0.25110173464603824,0.23751661110679725,0.8368495077355836,0.2428041211796481,0.2067275925275483,0.9113924050632911,0.2378298989680619
MovieLens-100K,FISM,4,./data_sets/MovieLens-100K/checkpoint_FISM/config_0/fold_4/FISM-Apr-25-2025_19-08-13.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01, 'split_to': 5}",4,0.9017560482025146,0.20815752461322082,0.20815752461322082,0.20815752461322082,0.2222535325704826,0.4838255977496484,0.2259728082512896,0.22821632315380483,0.6568213783403657,0.23340365682137826,0.21932507382546096,0.8213783403656821,0.22533878061304202,0.19560868839748669,0.9043600562587905,0.2260974594454889
MovieLens-100K,GCMC,0,./data_sets/MovieLens-100K/checkpoint_GCMC/config_0/fold_0/GCMC-Apr-25-2025_19-15-01.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",0,0.8736929893493652,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.015816835712824124,0.0450070323488045,0.01640881387716831,0.016480039705725185,0.07313642756680731,0.017158931082981707,0.017177002285579362,0.11814345991561181,0.017951465630790503,0.0197726104679683,0.2348804500703235,0.0249091151518945
MovieLens-100K,GCMC,1,./data_sets/MovieLens-100K/checkpoint_GCMC/config_0/fold_1/GCMC-Apr-25-2025_19-18-59.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",1,0.8640768527984619,0.015471167369901548,0.015471167369901548,0.015471167369901548,0.017553318642516635,0.04922644163150492,0.017815283638068453,0.019500389543340744,0.0829817158931083,0.020534458509142036,0.019102396054319015,0.14486638537271448,0.019917174558524743,0.019248229234747567,0.2390998593530239,0.022356438580426508
MovieLens-100K,GCMC,2,./data_sets/MovieLens-100K/checkpoint_GCMC/config_0/fold_2/GCMC-Apr-25-2025_19-22-16.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",2,0.8916289806365967,0.08720112517580872,0.08720112517580872,0.08720112517580872,0.0860382514979703,0.18846694796061886,0.08579465541490865,0.08486709964687196,0.2517580872011252,0.08389592123769353,0.08174713673186984,0.3952180028129395,0.08173598553345408,0.07806937637710688,0.569620253164557,0.09052958845074568
MovieLens-100K,GCMC,3,./data_sets/MovieLens-100K/checkpoint_GCMC/config_0/fold_3/GCMC-Apr-25-2025_19-24-56.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",3,0.8994908332824707,0.014064697609001406,0.014064697609001406,0.014064697609001406,0.016618385873609757,0.04781997187060478,0.017815283638068453,0.017675663457467853,0.07313642756680731,0.018846694796061866,0.016915638280423712,0.12939521800281295,0.01722534771057975,0.019227968743410272,0.23066104078762306,0.022279385940539978
MovieLens-100K,GCMC,4,./data_sets/MovieLens-100K/checkpoint_GCMC/config_0/fold_4/GCMC-Apr-25-2025_19-27-37.pth,0,"{'embedding_size': 64, 'learning_rate': 0.01}",4,1.0416150093078613,0.015471167369901548,0.015471167369901548,0.015471167369901548,0.012815406845432356,0.035161744022503515,0.012189404594467882,0.012566384569055788,0.05485232067510549,0.012095639943741214,0.013365276793107653,0.10970464135021098,0.014080325050789173,0.014580778286523767,0.21659634317862167,0.019016736086891948
MovieLens-100K,ItemKNN,0,./data_sets/MovieLens-100K/checkpoint_ItemKNN/config_0/fold_0/ItemKNN-Apr-25-2025_15-09-15.pth,0,"{'epochs': 1, 'k': 100}",0,0.9689321517944336,0.5049226441631505,0.5049226441631505,0.5049226441631505,0.46606813458741014,0.770745428973277,0.45475855602437837,0.4401490526058253,0.8537271448663853,0.42238631036099356,0.39746531650697553,0.9212376933895922,0.3842704217176792,0.3399839270074082,0.9690576652601969,0.384845919729364
MovieLens-100K,ItemKNN,1,./data_sets/MovieLens-100K/checkpoint_ItemKNN/config_0/fold_1/ItemKNN-Apr-25-2025_15-09-36.pth,0,"{'epochs': 1, 'k': 100}",1,1.2287757396697998,0.5288326300984529,0.5288326300984529,0.5288326300984529,0.47244859826940655,0.7693389592123769,0.45757149554617904,0.44602762361577414,0.8621659634317862,0.4262306610407866,0.3976629895315443,0.9381153305203939,0.3842782354385731,0.34154233493212643,0.9746835443037974,0.3890060380550391
MovieLens-100K,ItemKNN,2,./data_sets/MovieLens-100K/checkpoint_ItemKNN/config_0/fold_2/ItemKNN-Apr-25-2025_15-09-45.pth,0,"{'epochs': 1, 'k': 100}",2,0.9554963111877441,0.509142053445851,0.509142053445851,0.509142053445851,0.47269970831151886,0.7524613220815752,0.46272855133614593,0.4431311034734199,0.8438818565400844,0.42559774964838204,0.39534181658163203,0.9310829817158931,0.3827015381867694,0.342174932639976,0.9746835443037974,0.3904176840377872
MovieLens-100K,ItemKNN,3,./data_sets/MovieLens-100K/checkpoint_ItemKNN/config_0/fold_3/ItemKNN-Apr-25-2025_15-09-54.pth,0,"{'epochs': 1, 'k': 100}",3,0.9015028476715088,0.4908579465541491,0.4908579465541491,0.4908579465541491,0.44831818538422225,0.7454289732770746,0.43459915611814354,0.4238736166631416,0.8354430379746836,0.40511017346460326,0.38272619560871846,0.9338959212376934,0.3710925814301342,0.33033457738631955,0.9760900140646976,0.3818470909638896
MovieLens-100K,ItemKNN,4,./data_sets/MovieLens-100K/checkpoint_ItemKNN/config_0/fold_4/ItemKNN-Apr-25-2025_15-10-02.pth,0,"{'epochs': 1, 'k': 100}",4,0.9347503185272217,0.5063291139240507,0.5063291139240507,0.5063291139240507,0.4674432940000503,0.7524613220815752,0.45710267229254564,0.4417729303218213,0.8382559774964838,0.4253633380215652,0.39488764630370643,0.9142053445850914,0.3826691670573523,0.33962038199895406,0.9634317862165963,0.3842080145753517
