,data_set_name,model,config,fold,fit,predict,evaluate
0,Amazon2014-Beauty,ConvNCF,0,2,True,True,True
1,Amazon2014-Beauty,ConvNCF,0,4,True,True,True
2,Amazon2014-Beauty,ConvNCF,0,3,True,True,True
3,Amazon2014-Beauty,ConvNCF,0,1,True,True,True
4,Amazon2014-Beauty,ConvNCF,0,0,True,True,True
5,Amazon2014-Beauty,DiffRec,0,2,True,True,True
6,Amazon2014-Beauty,DiffRec,0,4,True,True,True
7,Amazon2014-Beauty,DiffRec,0,3,True,True,True
8,Amazon2014-Beauty,DiffRec,0,1,True,True,True
9,Amazon2014-Beauty,DiffRec,0,0,True,True,True
10,Amazon2014-Beauty,MultiVAE,0,2,True,True,True
11,Amazon2014-Beauty,MultiVAE,0,4,True,True,True
12,Amazon2014-Beauty,MultiVAE,0,3,True,True,True
13,Amazon2014-Beauty,MultiVAE,0,1,True,True,True
14,Amazon2014-Beauty,MultiVAE,0,0,True,True,True
15,Amazon2014-Beauty,SGL,0,2,True,True,True
16,Amazon2014-Beauty,SGL,0,4,True,True,True
17,Amazon2014-Beauty,SGL,0,3,True,True,True
18,Amazon2014-Beauty,SGL,0,1,True,True,True
19,Amazon2014-Beauty,SGL,0,0,True,True,True
20,Amazon2014-Beauty,DGCF,0,2,True,True,True
21,Amazon2014-Beauty,DGCF,0,4,True,True,True
22,Amazon2014-Beauty,DGCF,0,3,True,True,True
23,Amazon2014-Beauty,DGCF,0,1,True,True,True
24,Amazon2014-Beauty,DGCF,0,0,True,True,True
25,Amazon2014-Beauty,ItemKNN,0,2,True,True,True
26,Amazon2014-Beauty,ItemKNN,0,4,True,True,True
27,Amazon2014-Beauty,ItemKNN,0,3,True,True,True
28,Amazon2014-Beauty,ItemKNN,0,1,True,True,True
29,Amazon2014-Beauty,ItemKNN,0,0,True,True,True
30,Amazon2014-Beauty,SimpleX,0,2,True,True,True
31,Amazon2014-Beauty,SimpleX,0,4,True,True,True
32,Amazon2014-Beauty,SimpleX,0,3,True,True,True
33,Amazon2014-Beauty,SimpleX,0,1,True,True,True
34,Amazon2014-Beauty,SimpleX,0,0,True,True,True
35,Amazon2014-Beauty,LDiffRec,0,2,True,True,True
36,Amazon2014-Beauty,LDiffRec,0,4,True,True,True
37,Amazon2014-Beauty,LDiffRec,0,3,True,True,True
38,Amazon2014-Beauty,LDiffRec,0,1,True,True,True
39,Amazon2014-Beauty,LDiffRec,0,0,True,True,True
40,Amazon2014-Beauty,LightGCN,0,2,True,True,True
41,Amazon2014-Beauty,LightGCN,0,4,True,True,True
42,Amazon2014-Beauty,LightGCN,0,3,True,True,True
43,Amazon2014-Beauty,LightGCN,0,1,True,True,True
44,Amazon2014-Beauty,LightGCN,0,0,True,True,True
45,Amazon2014-Beauty,NGCF,0,2,True,True,True
46,Amazon2014-Beauty,NGCF,0,4,True,True,True
47,Amazon2014-Beauty,NGCF,0,3,True,True,True
48,Amazon2014-Beauty,NGCF,0,1,True,True,True
49,Amazon2014-Beauty,NGCF,0,0,True,True,True
50,Amazon2014-Beauty,NAIS,0,2,True,True,True
51,Amazon2014-Beauty,NAIS,0,4,True,True,True
52,Amazon2014-Beauty,NAIS,0,3,True,True,True
53,Amazon2014-Beauty,NAIS,0,1,True,True,True
54,Amazon2014-Beauty,NAIS,0,0,True,True,True
55,Amazon2014-Beauty,FISM,0,2,True,True,True
56,Amazon2014-Beauty,FISM,0,4,True,True,True
57,Amazon2014-Beauty,FISM,0,3,True,True,True
58,Amazon2014-Beauty,FISM,0,1,True,True,True
59,Amazon2014-Beauty,FISM,0,0,True,True,True
60,Amazon2014-Beauty,RecVAE,0,2,True,True,True
61,Amazon2014-Beauty,RecVAE,0,4,True,True,True
62,Amazon2014-Beauty,RecVAE,0,3,True,True,True
63,Amazon2014-Beauty,RecVAE,0,1,True,True,True
64,Amazon2014-Beauty,RecVAE,0,0,True,True,True
65,Amazon2014-Beauty,NNCF,0,2,True,True,True
66,Amazon2014-Beauty,NNCF,0,4,True,True,True
67,Amazon2014-Beauty,NNCF,0,3,True,True,True
68,Amazon2014-Beauty,NNCF,0,1,True,True,True
69,Amazon2014-Beauty,NNCF,0,0,True,True,True
70,Amazon2014-Beauty,GCMC,0,2,True,True,True
71,Amazon2014-Beauty,GCMC,0,4,True,True,True
72,Amazon2014-Beauty,GCMC,0,3,True,True,True
73,Amazon2014-Beauty,GCMC,0,1,True,True,True
74,Amazon2014-Beauty,GCMC,0,0,True,True,True
75,Amazon2014-Beauty,LINE,0,2,True,True,True
76,Amazon2014-Beauty,LINE,0,4,True,True,True
77,Amazon2014-Beauty,LINE,0,3,True,True,True
78,Amazon2014-Beauty,LINE,0,1,True,True,True
79,Amazon2014-Beauty,LINE,0,0,True,True,True
80,Amazon2014-Beauty,ENMF,0,2,True,True,True
81,Amazon2014-Beauty,ENMF,0,4,True,True,True
82,Amazon2014-Beauty,ENMF,0,3,True,True,True
83,Amazon2014-Beauty,ENMF,0,1,True,True,True
84,Amazon2014-Beauty,ENMF,0,0,True,True,True
85,Amazon2014-Beauty,NCEPLRec,0,2,True,True,True
86,Amazon2014-Beauty,NCEPLRec,0,4,True,True,True
87,Amazon2014-Beauty,NCEPLRec,0,3,True,True,True
88,Amazon2014-Beauty,NCEPLRec,0,1,True,True,True
89,Amazon2014-Beauty,NCEPLRec,0,0,True,True,True
90,Amazon2014-Beauty,Random,0,2,True,True,True
91,Amazon2014-Beauty,Random,0,4,True,True,True
92,Amazon2014-Beauty,Random,0,3,True,True,True
93,Amazon2014-Beauty,Random,0,1,True,True,True
94,Amazon2014-Beauty,Random,0,0,True,True,True
95,Amazon2014-Beauty,EASE,0,2,True,True,True
96,Amazon2014-Beauty,EASE,0,4,True,True,True
97,Amazon2014-Beauty,EASE,0,3,True,True,True
98,Amazon2014-Beauty,EASE,0,1,True,True,True
99,Amazon2014-Beauty,EASE,0,0,True,True,True
100,Amazon2014-Beauty,Pop,0,2,True,True,True
101,Amazon2014-Beauty,Pop,0,4,True,True,True
102,Amazon2014-Beauty,Pop,0,3,True,True,True
103,Amazon2014-Beauty,Pop,0,1,True,True,True
104,Amazon2014-Beauty,Pop,0,0,True,True,True
105,Amazon2014-Beauty,CDAE,0,2,True,True,True
106,Amazon2014-Beauty,CDAE,0,4,True,True,True
107,Amazon2014-Beauty,CDAE,0,3,True,True,True
108,Amazon2014-Beauty,CDAE,0,1,True,True,True
109,Amazon2014-Beauty,CDAE,0,0,True,True,True
110,Amazon2014-Beauty,MacridVAE,0,2,True,True,True
111,Amazon2014-Beauty,MacridVAE,0,4,True,True,True
112,Amazon2014-Beauty,MacridVAE,0,3,True,True,True
113,Amazon2014-Beauty,MacridVAE,0,1,True,True,True
114,Amazon2014-Beauty,MacridVAE,0,0,True,True,True
115,Amazon2014-Beauty,BPR,0,2,True,True,True
116,Amazon2014-Beauty,BPR,0,4,True,True,True
117,Amazon2014-Beauty,BPR,0,3,True,True,True
118,Amazon2014-Beauty,BPR,0,1,True,True,True
119,Amazon2014-Beauty,BPR,0,0,True,True,True
120,Amazon2014-Beauty,DMF,0,2,True,True,True
121,Amazon2014-Beauty,DMF,0,4,True,True,True
122,Amazon2014-Beauty,DMF,0,3,True,True,True
123,Amazon2014-Beauty,DMF,0,1,True,True,True
124,Amazon2014-Beauty,DMF,0,0,True,True,True
125,Amazon2014-Beauty,SpectralCF,0,2,True,True,True
126,Amazon2014-Beauty,SpectralCF,0,4,True,True,True
127,Amazon2014-Beauty,SpectralCF,0,3,True,True,True
128,Amazon2014-Beauty,SpectralCF,0,1,True,True,True
129,Amazon2014-Beauty,SpectralCF,0,0,True,True,True
130,Amazon2014-Beauty,MultiDAE,0,2,True,True,True
131,Amazon2014-Beauty,MultiDAE,0,4,True,True,True
132,Amazon2014-Beauty,MultiDAE,0,3,True,True,True
133,Amazon2014-Beauty,MultiDAE,0,1,True,True,True
134,Amazon2014-Beauty,MultiDAE,0,0,True,True,True
135,Amazon2014-Beauty,NCL,0,2,True,True,True
136,Amazon2014-Beauty,NCL,0,4,True,True,True
137,Amazon2014-Beauty,NCL,0,3,True,True,True
138,Amazon2014-Beauty,NCL,0,1,True,True,True
139,Amazon2014-Beauty,NCL,0,0,True,True,True
140,Amazon2014-Beauty,NeuMF,0,2,True,True,True
141,Amazon2014-Beauty,NeuMF,0,4,True,True,True
142,Amazon2014-Beauty,NeuMF,0,3,True,True,True
143,Amazon2014-Beauty,NeuMF,0,1,True,True,True
144,Amazon2014-Beauty,NeuMF,0,0,True,True,True
145,Personality,ConvNCF,0,2,True,True,True
146,Personality,ConvNCF,0,4,True,True,True
147,Personality,ConvNCF,0,3,True,True,True
148,Personality,ConvNCF,0,1,True,True,True
149,Personality,ConvNCF,0,0,True,True,True
150,Personality,DiffRec,0,2,True,True,True
151,Personality,DiffRec,0,4,True,True,True
152,Personality,DiffRec,0,3,True,True,True
153,Personality,DiffRec,0,1,True,True,True
154,Personality,DiffRec,0,0,True,True,True
155,Personality,MultiVAE,0,2,True,True,True
156,Personality,MultiVAE,0,4,True,True,True
157,Personality,MultiVAE,0,3,True,True,True
158,Personality,MultiVAE,0,1,True,True,True
159,Personality,MultiVAE,0,0,True,True,True
160,Personality,SGL,0,2,True,True,True
161,Personality,SGL,0,4,True,True,True
162,Personality,SGL,0,3,True,True,True
163,Personality,SGL,0,1,True,True,True
164,Personality,SGL,0,0,True,True,True
165,Personality,DGCF,0,2,True,True,True
166,Personality,DGCF,0,4,True,True,True
167,Personality,DGCF,0,3,True,True,True
168,Personality,DGCF,0,1,True,True,True
169,Personality,DGCF,0,0,True,True,True
170,Personality,ItemKNN,0,2,True,True,True
171,Personality,ItemKNN,0,4,True,True,True
172,Personality,ItemKNN,0,3,True,True,True
173,Personality,ItemKNN,0,1,True,True,True
174,Personality,ItemKNN,0,0,True,True,True
175,Personality,SimpleX,0,2,True,True,True
176,Personality,SimpleX,0,4,True,True,True
177,Personality,SimpleX,0,3,True,True,True
178,Personality,SimpleX,0,1,True,True,True
179,Personality,SimpleX,0,0,True,True,True
180,Personality,LDiffRec,0,2,True,True,True
181,Personality,LDiffRec,0,4,True,True,True
182,Personality,LDiffRec,0,3,True,True,True
183,Personality,LDiffRec,0,1,True,True,True
184,Personality,LDiffRec,0,0,True,True,True
185,Personality,LightGCN,0,2,True,True,True
186,Personality,LightGCN,0,4,True,True,True
187,Personality,LightGCN,0,3,True,True,True
188,Personality,LightGCN,0,1,True,True,True
189,Personality,LightGCN,0,0,True,True,True
190,Personality,NGCF,0,2,True,True,True
191,Personality,NGCF,0,4,True,True,True
192,Personality,NGCF,0,3,True,True,True
193,Personality,NGCF,0,1,True,True,True
194,Personality,NGCF,0,0,True,True,True
195,Personality,NAIS,0,2,True,True,True
196,Personality,NAIS,0,4,True,True,True
197,Personality,NAIS,0,3,True,True,True
198,Personality,NAIS,0,1,True,True,True
199,Personality,NAIS,0,0,True,True,True
200,Personality,FISM,0,2,True,True,True
201,Personality,FISM,0,4,True,True,True
202,Personality,FISM,0,3,True,True,True
203,Personality,FISM,0,1,True,True,True
204,Personality,FISM,0,0,True,True,True
205,Personality,RecVAE,0,2,True,True,True
206,Personality,RecVAE,0,4,True,True,True
207,Personality,RecVAE,0,3,True,True,True
208,Personality,RecVAE,0,1,True,True,True
209,Personality,RecVAE,0,0,True,True,True
210,Personality,NNCF,0,2,True,True,True
211,Personality,NNCF,0,4,True,True,True
212,Personality,NNCF,0,3,True,True,True
213,Personality,NNCF,0,1,True,True,True
214,Personality,NNCF,0,0,True,True,True
215,Personality,GCMC,0,2,True,True,True
216,Personality,GCMC,0,4,True,True,True
217,Personality,GCMC,0,3,True,True,True
218,Personality,GCMC,0,1,True,True,True
219,Personality,GCMC,0,0,True,True,True
220,Personality,LINE,0,2,True,True,True
221,Personality,LINE,0,4,True,True,True
222,Personality,LINE,0,3,True,True,True
223,Personality,LINE,0,1,True,True,True
224,Personality,LINE,0,0,True,True,True
225,Personality,ENMF,0,2,True,True,True
226,Personality,ENMF,0,4,True,True,True
227,Personality,ENMF,0,3,True,True,True
228,Personality,ENMF,0,1,True,True,True
229,Personality,ENMF,0,0,True,True,True
230,Personality,NCEPLRec,0,2,True,True,True
231,Personality,NCEPLRec,0,4,True,True,True
232,Personality,NCEPLRec,0,3,True,True,True
233,Personality,NCEPLRec,0,1,True,True,True
234,Personality,NCEPLRec,0,0,True,True,True
235,Personality,Random,0,2,True,True,True
236,Personality,Random,0,4,True,True,True
237,Personality,Random,0,3,True,True,True
238,Personality,Random,0,1,True,True,True
239,Personality,Random,0,0,True,True,True
240,Personality,EASE,0,2,True,True,True
241,Personality,EASE,0,4,True,True,True
242,Personality,EASE,0,3,True,True,True
243,Personality,EASE,0,1,True,True,True
244,Personality,EASE,0,0,True,True,True
245,Personality,Pop,0,2,True,True,True
246,Personality,Pop,0,4,True,True,True
247,Personality,Pop,0,3,True,True,True
248,Personality,Pop,0,1,True,True,True
249,Personality,Pop,0,0,True,True,True
250,Personality,CDAE,0,2,True,True,True
251,Personality,CDAE,0,4,True,True,True
252,Personality,CDAE,0,3,True,True,True
253,Personality,CDAE,0,1,True,True,True
254,Personality,CDAE,0,0,True,True,True
255,Personality,MacridVAE,0,2,True,True,True
256,Personality,MacridVAE,0,4,True,True,True
257,Personality,MacridVAE,0,3,True,True,True
258,Personality,MacridVAE,0,1,True,True,True
259,Personality,MacridVAE,0,0,True,True,True
260,Personality,BPR,0,2,True,True,True
261,Personality,BPR,0,4,True,True,True
262,Personality,BPR,0,3,True,True,True
263,Personality,BPR,0,1,True,True,True
264,Personality,BPR,0,0,True,True,True
265,Personality,DMF,0,2,True,True,True
266,Personality,DMF,0,4,True,True,True
267,Personality,DMF,0,3,True,True,True
268,Personality,DMF,0,1,True,True,True
269,Personality,DMF,0,0,True,True,True
270,Personality,SpectralCF,0,2,True,True,True
271,Personality,SpectralCF,0,4,True,True,True
272,Personality,SpectralCF,0,3,True,True,True
273,Personality,SpectralCF,0,1,True,True,True
274,Personality,SpectralCF,0,0,True,True,True
275,Personality,MultiDAE,0,2,True,True,True
276,Personality,MultiDAE,0,4,True,True,True
277,Personality,MultiDAE,0,3,True,True,True
278,Personality,MultiDAE,0,1,True,True,True
279,Personality,MultiDAE,0,0,True,True,True
280,Personality,NCL,0,2,True,True,True
281,Personality,NCL,0,4,True,True,True
282,Personality,NCL,0,3,True,True,True
283,Personality,NCL,0,1,True,True,True
284,Personality,NCL,0,0,True,True,True
285,Personality,NeuMF,0,2,True,True,True
286,Personality,NeuMF,0,4,True,True,True
287,Personality,NeuMF,0,3,True,True,True
288,Personality,NeuMF,0,1,True,True,True
289,Personality,NeuMF,0,0,True,True,True
290,Amazon2018-Musical-Instruments,ConvNCF,0,2,True,True,True
291,Amazon2018-Musical-Instruments,ConvNCF,0,4,True,True,True
292,Amazon2018-Musical-Instruments,ConvNCF,0,3,True,True,True
293,Amazon2018-Musical-Instruments,ConvNCF,0,1,True,True,True
294,Amazon2018-Musical-Instruments,ConvNCF,0,0,True,True,True
295,Amazon2018-Musical-Instruments,DiffRec,0,2,True,True,True
296,Amazon2018-Musical-Instruments,DiffRec,0,4,True,True,True
297,Amazon2018-Musical-Instruments,DiffRec,0,3,True,True,True
298,Amazon2018-Musical-Instruments,DiffRec,0,1,True,True,True
299,Amazon2018-Musical-Instruments,DiffRec,0,0,True,True,True
300,Amazon2018-Musical-Instruments,MultiVAE,0,2,True,True,True
301,Amazon2018-Musical-Instruments,MultiVAE,0,4,True,True,True
302,Amazon2018-Musical-Instruments,MultiVAE,0,3,True,True,True
303,Amazon2018-Musical-Instruments,MultiVAE,0,1,True,True,True
304,Amazon2018-Musical-Instruments,MultiVAE,0,0,True,True,True
305,Amazon2018-Musical-Instruments,SGL,0,2,True,True,True
306,Amazon2018-Musical-Instruments,SGL,0,4,True,True,True
307,Amazon2018-Musical-Instruments,SGL,0,3,True,True,True
308,Amazon2018-Musical-Instruments,SGL,0,1,True,True,True
309,Amazon2018-Musical-Instruments,SGL,0,0,True,True,True
310,Amazon2018-Musical-Instruments,DGCF,0,2,True,True,True
311,Amazon2018-Musical-Instruments,DGCF,0,4,True,True,True
312,Amazon2018-Musical-Instruments,DGCF,0,3,True,True,True
313,Amazon2018-Musical-Instruments,DGCF,0,1,True,True,True
314,Amazon2018-Musical-Instruments,DGCF,0,0,True,True,True
315,Amazon2018-Musical-Instruments,ItemKNN,0,2,True,True,True
316,Amazon2018-Musical-Instruments,ItemKNN,0,4,True,True,True
317,Amazon2018-Musical-Instruments,ItemKNN,0,3,True,True,True
318,Amazon2018-Musical-Instruments,ItemKNN,0,1,True,True,True
319,Amazon2018-Musical-Instruments,ItemKNN,0,0,True,True,True
320,Amazon2018-Musical-Instruments,SimpleX,0,2,True,True,True
321,Amazon2018-Musical-Instruments,SimpleX,0,4,True,True,True
322,Amazon2018-Musical-Instruments,SimpleX,0,3,True,True,True
323,Amazon2018-Musical-Instruments,SimpleX,0,1,True,True,True
324,Amazon2018-Musical-Instruments,SimpleX,0,0,True,True,True
325,Amazon2018-Musical-Instruments,LDiffRec,0,2,True,True,True
326,Amazon2018-Musical-Instruments,LDiffRec,0,4,True,True,True
327,Amazon2018-Musical-Instruments,LDiffRec,0,3,True,True,True
328,Amazon2018-Musical-Instruments,LDiffRec,0,1,True,True,True
329,Amazon2018-Musical-Instruments,LDiffRec,0,0,True,True,True
330,Amazon2018-Musical-Instruments,LightGCN,0,2,True,True,True
331,Amazon2018-Musical-Instruments,LightGCN,0,4,True,True,True
332,Amazon2018-Musical-Instruments,LightGCN,0,3,True,True,True
333,Amazon2018-Musical-Instruments,LightGCN,0,1,True,True,True
334,Amazon2018-Musical-Instruments,LightGCN,0,0,True,True,True
335,Amazon2018-Musical-Instruments,NGCF,0,2,True,True,True
336,Amazon2018-Musical-Instruments,NGCF,0,4,True,True,True
337,Amazon2018-Musical-Instruments,NGCF,0,3,True,True,True
338,Amazon2018-Musical-Instruments,NGCF,0,1,True,True,True
339,Amazon2018-Musical-Instruments,NGCF,0,0,True,True,True
340,Amazon2018-Musical-Instruments,NAIS,0,2,True,True,True
341,Amazon2018-Musical-Instruments,NAIS,0,4,True,True,True
342,Amazon2018-Musical-Instruments,NAIS,0,3,True,True,True
343,Amazon2018-Musical-Instruments,NAIS,0,1,True,True,True
344,Amazon2018-Musical-Instruments,NAIS,0,0,True,True,True
345,Amazon2018-Musical-Instruments,FISM,0,2,True,True,True
346,Amazon2018-Musical-Instruments,FISM,0,4,True,True,True
347,Amazon2018-Musical-Instruments,FISM,0,3,True,True,True
348,Amazon2018-Musical-Instruments,FISM,0,1,True,True,True
349,Amazon2018-Musical-Instruments,FISM,0,0,True,True,True
350,Amazon2018-Musical-Instruments,RecVAE,0,2,True,True,True
351,Amazon2018-Musical-Instruments,RecVAE,0,4,True,True,True
352,Amazon2018-Musical-Instruments,RecVAE,0,3,True,True,True
353,Amazon2018-Musical-Instruments,RecVAE,0,1,True,True,True
354,Amazon2018-Musical-Instruments,RecVAE,0,0,True,True,True
355,Amazon2018-Musical-Instruments,NNCF,0,2,True,True,True
356,Amazon2018-Musical-Instruments,NNCF,0,4,True,True,True
357,Amazon2018-Musical-Instruments,NNCF,0,3,True,True,True
358,Amazon2018-Musical-Instruments,NNCF,0,1,True,True,True
359,Amazon2018-Musical-Instruments,NNCF,0,0,True,True,True
360,Amazon2018-Musical-Instruments,GCMC,0,2,True,True,True
361,Amazon2018-Musical-Instruments,GCMC,0,4,True,True,True
362,Amazon2018-Musical-Instruments,GCMC,0,3,True,True,True
363,Amazon2018-Musical-Instruments,GCMC,0,1,True,True,True
364,Amazon2018-Musical-Instruments,GCMC,0,0,True,True,True
365,Amazon2018-Musical-Instruments,LINE,0,2,True,True,True
366,Amazon2018-Musical-Instruments,LINE,0,4,True,True,True
367,Amazon2018-Musical-Instruments,LINE,0,3,True,True,True
368,Amazon2018-Musical-Instruments,LINE,0,1,True,True,True
369,Amazon2018-Musical-Instruments,LINE,0,0,True,True,True
370,Amazon2018-Musical-Instruments,ENMF,0,2,True,True,True
371,Amazon2018-Musical-Instruments,ENMF,0,4,True,True,True
372,Amazon2018-Musical-Instruments,ENMF,0,3,True,True,True
373,Amazon2018-Musical-Instruments,ENMF,0,1,True,True,True
374,Amazon2018-Musical-Instruments,ENMF,0,0,True,True,True
375,Amazon2018-Musical-Instruments,NCEPLRec,0,2,True,True,True
376,Amazon2018-Musical-Instruments,NCEPLRec,0,4,True,True,True
377,Amazon2018-Musical-Instruments,NCEPLRec,0,3,True,True,True
378,Amazon2018-Musical-Instruments,NCEPLRec,0,1,True,True,True
379,Amazon2018-Musical-Instruments,NCEPLRec,0,0,True,True,True
380,Amazon2018-Musical-Instruments,Random,0,2,True,True,True
381,Amazon2018-Musical-Instruments,Random,0,4,True,True,True
382,Amazon2018-Musical-Instruments,Random,0,3,True,True,True
383,Amazon2018-Musical-Instruments,Random,0,1,True,True,True
384,Amazon2018-Musical-Instruments,Random,0,0,True,True,True
385,Amazon2018-Musical-Instruments,EASE,0,2,True,True,True
386,Amazon2018-Musical-Instruments,EASE,0,4,True,True,True
387,Amazon2018-Musical-Instruments,EASE,0,3,True,True,True
388,Amazon2018-Musical-Instruments,EASE,0,1,True,True,True
389,Amazon2018-Musical-Instruments,EASE,0,0,True,True,True
390,Amazon2018-Musical-Instruments,Pop,0,2,True,True,True
391,Amazon2018-Musical-Instruments,Pop,0,4,True,True,True
392,Amazon2018-Musical-Instruments,Pop,0,3,True,True,True
393,Amazon2018-Musical-Instruments,Pop,0,1,True,True,True
394,Amazon2018-Musical-Instruments,Pop,0,0,True,True,True
395,Amazon2018-Musical-Instruments,CDAE,0,2,True,True,True
396,Amazon2018-Musical-Instruments,CDAE,0,4,True,True,True
397,Amazon2018-Musical-Instruments,CDAE,0,3,True,True,True
398,Amazon2018-Musical-Instruments,CDAE,0,1,True,True,True
399,Amazon2018-Musical-Instruments,CDAE,0,0,True,True,True
400,Amazon2018-Musical-Instruments,MacridVAE,0,2,True,True,True
401,Amazon2018-Musical-Instruments,MacridVAE,0,4,True,True,True
402,Amazon2018-Musical-Instruments,MacridVAE,0,3,True,True,True
403,Amazon2018-Musical-Instruments,MacridVAE,0,1,True,True,True
404,Amazon2018-Musical-Instruments,MacridVAE,0,0,True,True,True
405,Amazon2018-Musical-Instruments,BPR,0,2,True,True,True
406,Amazon2018-Musical-Instruments,BPR,0,4,True,True,True
407,Amazon2018-Musical-Instruments,BPR,0,3,True,True,True
408,Amazon2018-Musical-Instruments,BPR,0,1,True,True,True
409,Amazon2018-Musical-Instruments,BPR,0,0,True,True,True
410,Amazon2018-Musical-Instruments,DMF,0,2,True,True,True
411,Amazon2018-Musical-Instruments,DMF,0,4,True,True,True
412,Amazon2018-Musical-Instruments,DMF,0,3,True,True,True
413,Amazon2018-Musical-Instruments,DMF,0,1,True,True,True
414,Amazon2018-Musical-Instruments,DMF,0,0,True,True,True
415,Amazon2018-Musical-Instruments,SpectralCF,0,2,True,True,True
416,Amazon2018-Musical-Instruments,SpectralCF,0,4,True,True,True
417,Amazon2018-Musical-Instruments,SpectralCF,0,3,True,True,True
418,Amazon2018-Musical-Instruments,SpectralCF,0,1,True,True,True
419,Amazon2018-Musical-Instruments,SpectralCF,0,0,True,True,True
420,Amazon2018-Musical-Instruments,MultiDAE,0,2,True,True,True
421,Amazon2018-Musical-Instruments,MultiDAE,0,4,True,True,True
422,Amazon2018-Musical-Instruments,MultiDAE,0,3,True,True,True
423,Amazon2018-Musical-Instruments,MultiDAE,0,1,True,True,True
424,Amazon2018-Musical-Instruments,MultiDAE,0,0,True,True,True
425,Amazon2018-Musical-Instruments,NCL,0,2,True,True,True
426,Amazon2018-Musical-Instruments,NCL,0,4,True,True,True
427,Amazon2018-Musical-Instruments,NCL,0,3,True,True,True
428,Amazon2018-Musical-Instruments,NCL,0,1,True,True,True
429,Amazon2018-Musical-Instruments,NCL,0,0,True,True,True
430,Amazon2018-Musical-Instruments,NeuMF,0,2,True,True,True
431,Amazon2018-Musical-Instruments,NeuMF,0,4,True,True,True
432,Amazon2018-Musical-Instruments,NeuMF,0,3,True,True,True
433,Amazon2018-Musical-Instruments,NeuMF,0,1,True,True,True
434,Amazon2018-Musical-Instruments,NeuMF,0,0,True,True,True
435,Frappe,ConvNCF,0,2,True,True,True
436,Frappe,ConvNCF,0,4,True,True,True
437,Frappe,ConvNCF,0,3,True,True,True
438,Frappe,ConvNCF,0,1,True,True,True
439,Frappe,ConvNCF,0,0,True,True,True
440,Frappe,DiffRec,0,2,True,True,True
441,Frappe,DiffRec,0,4,True,True,True
442,Frappe,DiffRec,0,3,True,True,True
443,Frappe,DiffRec,0,1,True,True,True
444,Frappe,DiffRec,0,0,True,True,True
445,Frappe,MultiVAE,0,2,True,True,True
446,Frappe,MultiVAE,0,4,True,True,True
447,Frappe,MultiVAE,0,3,True,True,True
448,Frappe,MultiVAE,0,1,True,True,True
449,Frappe,MultiVAE,0,0,True,True,True
450,Frappe,SGL,0,2,True,True,True
451,Frappe,SGL,0,4,True,True,True
452,Frappe,SGL,0,3,True,True,True
453,Frappe,SGL,0,1,True,True,True
454,Frappe,SGL,0,0,True,True,True
455,Frappe,DGCF,0,2,True,True,True
456,Frappe,DGCF,0,4,True,True,True
457,Frappe,DGCF,0,3,True,True,True
458,Frappe,DGCF,0,1,True,True,True
459,Frappe,DGCF,0,0,True,True,True
460,Frappe,ItemKNN,0,2,True,True,True
461,Frappe,ItemKNN,0,4,True,True,True
462,Frappe,ItemKNN,0,3,True,True,True
463,Frappe,ItemKNN,0,1,True,True,True
464,Frappe,ItemKNN,0,0,True,True,True
465,Frappe,SimpleX,0,2,True,True,True
466,Frappe,SimpleX,0,4,True,True,True
467,Frappe,SimpleX,0,3,True,True,True
468,Frappe,SimpleX,0,1,True,True,True
469,Frappe,SimpleX,0,0,True,True,True
470,Frappe,LDiffRec,0,2,True,True,True
471,Frappe,LDiffRec,0,4,True,True,True
472,Frappe,LDiffRec,0,3,True,True,True
473,Frappe,LDiffRec,0,1,True,True,True
474,Frappe,LDiffRec,0,0,True,True,True
475,Frappe,LightGCN,0,2,True,True,True
476,Frappe,LightGCN,0,4,True,True,True
477,Frappe,LightGCN,0,3,True,True,True
478,Frappe,LightGCN,0,1,True,True,True
479,Frappe,LightGCN,0,0,True,True,True
480,Frappe,NGCF,0,2,True,True,True
481,Frappe,NGCF,0,4,True,True,True
482,Frappe,NGCF,0,3,True,True,True
483,Frappe,NGCF,0,1,True,True,True
484,Frappe,NGCF,0,0,True,True,True
485,Frappe,NAIS,0,2,True,True,True
486,Frappe,NAIS,0,4,True,True,True
487,Frappe,NAIS,0,3,True,True,True
488,Frappe,NAIS,0,1,True,True,True
489,Frappe,NAIS,0,0,True,True,True
490,Frappe,FISM,0,2,True,True,True
491,Frappe,FISM,0,4,True,True,True
492,Frappe,FISM,0,3,True,True,True
493,Frappe,FISM,0,1,True,True,True
494,Frappe,FISM,0,0,True,True,True
495,Frappe,RecVAE,0,2,True,True,True
496,Frappe,RecVAE,0,4,True,True,True
497,Frappe,RecVAE,0,3,True,True,True
498,Frappe,RecVAE,0,1,True,True,True
499,Frappe,RecVAE,0,0,True,True,True
500,Frappe,NNCF,0,2,True,True,True
501,Frappe,NNCF,0,4,True,True,True
502,Frappe,NNCF,0,3,True,True,True
503,Frappe,NNCF,0,1,True,True,True
504,Frappe,NNCF,0,0,True,True,True
505,Frappe,GCMC,0,2,True,True,True
506,Frappe,GCMC,0,4,True,True,True
507,Frappe,GCMC,0,3,True,True,True
508,Frappe,GCMC,0,1,True,True,True
509,Frappe,GCMC,0,0,True,True,True
510,Frappe,LINE,0,2,True,True,True
511,Frappe,LINE,0,4,True,True,True
